game_pk,date,start_time_utc,venue,game_type,away_team,home_team,away_team_id,home_team_id,away_probable,home_probable,away_probable_id,home_probable_id,away_score,home_score,winner,home_won,total_runs,run_differential,double_header,game_number
822955,2026-07-10,2026-07-10T23:10:00Z,Tropicana Field,R,SEA,TB,136,139,Luis Castillo,Nick Martinez,622491,607259,2,7,TB,1,9,5,N,1
823033,2026-07-10,2026-07-11T00:15:00Z,Busch Stadium,R,ATL,STL,144,138,Chris Sale,Kyle Leahy,519242,681517,1,2,STL,1,3,1,N,1
823200,2026-07-10,2026-07-11T02:15:00Z,Oracle Park,R,COL,SF,115,137,Tanner Gordon,Robbie Ray,685299,592662,4,3,COL,0,7,1,N,1
823278,2026-07-10,2026-07-11T01:40:00Z,Petco Park,R,TOR,SD,141,135,Shane Bieber,JP Sears,669456,676664,5,3,TOR,0,8,2,N,1
823604,2026-07-10,2026-07-10T23:15:00Z,Citi Field,R,BOS,NYM,111,121,Sonny Gray,Nolan McLean,543243,690997,6,2,BOS,0,8,4,N,1
823685,2026-07-10,2026-07-11T00:10:00Z,Target Field,R,LAA,MIN,108,142,Grayson Rodriguez,Zebby Matthews,680570,805673,4,3,LAA,0,7,1,N,1
823845,2026-07-10,2026-07-10T23:10:00Z,loanDepot park,R,CLE,MIA,114,146,Parker Messick,Sandy Alcantara,800048,645261,3,2,CLE,0,5,1,N,1
823927,2026-07-10,2026-07-11T02:10:00Z,UNIQLO Field at Dodger Stadium,R,AZ,LAD,109,119,Eduardo Rodriguez,Kyle Hurt,593958,669165,9,3,AZ,0,12,6,N,1
824252,2026-07-10,2026-07-10T22:40:00Z,Comerica Park,R,PHI,DET,143,116,Aaron Nola,Jack Flaherty,605400,656427,2,10,DET,1,12,8,N,1
824493,2026-07-10,2026-07-10T23:10:00Z,Great American Ball Park,R,CHC,CIN,112,113,Shota Imanaga,Hunter Greene,684007,668881,0,4,CIN,1,4,4,N,1
824575,2026-07-10,2026-07-10T23:40:00Z,Rate Field,R,ATH,CWS,133,145,Jacob Lopez,Sean Burke,682052,680732,1,14,CWS,1,15,13,N,1
824817,2026-07-10,2026-07-10T23:05:00Z,Oriole Park at Camden Yards,R,KC,BAL,118,110,Luinder Avila,Brandon Young,679883,687064,3,5,BAL,1,8,2,N,1
822711,2026-07-11,2026-07-11T20:05:00Z,Nationals Park,R,NYY,WSH,147,120,Cam Schlittler,PJ Poulin,693645,676571,4,2,NYY,0,6,2,N,1
822875,2026-07-11,2026-07-11T23:05:00Z,Globe Life Field,R,HOU,TEX,117,140,Peter Lambert,Kumar Rocker,663567,677958,9,3,HOU,0,12,6,N,1
822953,2026-07-11,2026-07-11T20:10:00Z,Tropicana Field,R,SEA,TB,136,139,Logan Gilbert,Griffin Jax,669302,643377,1,6,TB,1,7,5,N,1
823030,2026-07-11,2026-07-11T23:15:00Z,Busch Stadium,R,ATL,STL,144,138,Reynaldo López,Matthew Liberatore,625643,669461,1,4,STL,1,5,3,N,1
823198,2026-07-11,2026-07-11T20:05:00Z,Oracle Park,R,COL,SF,115,137,Kyle Freeland,Tyler Mahle,607536,641816,2,4,SF,1,6,2,N,1
823276,2026-07-11,2026-07-12T00:40:00Z,Petco Park,R,TOR,SD,141,135,Trey Yesavage,Walker Buehler,702056,621111,7,8,SD,1,15,1,N,1
823356,2026-07-11,2026-07-11T20:05:00Z,PNC Park,R,MIL,PIT,158,134,Shane Drohan,Bubba Chandler,675660,696149,2,3,PIT,1,5,1,S,2
823357,2026-07-11,2026-07-11T16:05:00Z,PNC Park,R,MIL,PIT,158,134,Brandon Sproat,Braxton Ashcraft,687075,677952,6,7,PIT,1,13,1,S,1
823603,2026-07-11,2026-07-11T20:10:00Z,Citi Field,R,BOS,NYM,111,121,Eduardo Rivera,Freddy Peralta,700842,642547,4,0,BOS,0,4,4,N,1
823682,2026-07-11,2026-07-11T18:10:00Z,Target Field,R,LAA,MIN,108,142,Ryan Johnson,Joe Ryan,696270,657746,3,5,MIN,1,8,2,N,1
823844,2026-07-11,2026-07-11T20:10:00Z,loanDepot park,R,CLE,MIA,114,146,Tanner Bibee,Eury Pérez,676440,691587,4,1,CLE,0,5,3,N,1
823926,2026-07-11,2026-07-12T01:10:00Z,UNIQLO Field at Dodger Stadium,R,AZ,LAD,109,119,Brandon Pfaadt,Yoshinobu Yamamoto,694297,808967,9,2,AZ,0,11,7,N,1
824249,2026-07-11,2026-07-11T22:10:00Z,Comerica Park,R,PHI,DET,143,116,Cristopher Sánchez,Casey Mize,650911,663554,4,2,PHI,0,6,2,N,1
824492,2026-07-11,2026-07-11T23:10:00Z,Great American Ball Park,R,CHC,CIN,112,113,Javier Assad,Nick Lodolo,665871,666157,5,3,CHC,0,8,2,N,1
824576,2026-07-11,2026-07-11T18:10:00Z,Rate Field,R,ATH,CWS,133,145,Gage Jump,Bryan Hudson,695611,663542,0,1,CWS,1,1,1,N,1
824813,2026-07-11,2026-07-11T23:05:00Z,Oriole Park at Camden Yards,R,KC,BAL,118,110,Noah Cameron,Kyle Bradish,702070,680694,1,6,BAL,1,7,5,N,1
822708,2026-07-12,2026-07-12T17:35:00Z,Nationals Park,R,NYY,WSH,147,120,Will Warren,Cade Cavalli,701542,676917,5,3,NYY,0,8,2,N,1
822876,2026-07-12,2026-07-12T18:35:00Z,Globe Life Field,R,HOU,TEX,117,140,Cristian Javier,MacKenzie Gore,664299,669022,5,6,TEX,1,11,1,N,1
822951,2026-07-12,2026-07-12T17:40:00Z,Tropicana Field,R,SEA,TB,136,139,Emerson Hancock,Ian Seymour,676106,693855,8,2,SEA,0,10,6,N,1
823029,2026-07-12,2026-07-12T18:15:00Z,Busch Stadium,R,ATL,STL,144,138,Danny Young,Dustin May,664849,669160,4,3,ATL,0,7,1,N,1
823199,2026-07-12,2026-07-12T20:05:00Z,Oracle Park,R,COL,SF,115,137,Michael Lorenzen,Trevor McDonald,547179,686790,1,3,SF,1,4,2,N,1
823274,2026-07-12,2026-07-12T20:10:00Z,Petco Park,R,TOR,SD,141,135,Kevin Gausman,Germán Márquez,592332,608566,4,5,SD,1,9,1,N,1
823358,2026-07-12,2026-07-12T16:15:00Z,PNC Park,R,MIL,PIT,158,134,Robert Gasser,Paul Skenes,688107,694973,5,14,PIT,1,19,9,N,1
823602,2026-07-12,2026-07-12T17:40:00Z,Citi Field,R,BOS,NYM,111,121,Payton Tolle,Zac Thornton,801139,804267,3,2,BOS,0,5,1,N,1
823681,2026-07-12,2026-07-12T18:10:00Z,Target Field,R,LAA,MIN,108,142,José Soriano,Taj Bradley,667755,671737,2,4,MIN,1,6,2,N,1
823842,2026-07-12,2026-07-12T17:40:00Z,loanDepot park,R,CLE,MIA,114,146,Joey Cantillo,Tyler Phillips,676282,663969,5,2,CLE,0,7,3,N,1
823925,2026-07-12,2026-07-12T20:10:00Z,UNIQLO Field at Dodger Stadium,R,AZ,LAD,109,119,Mitch Bratt,Emmet Sheehan,683352,686218,5,3,AZ,0,8,2,N,1
824250,2026-07-12,2026-07-12T17:40:00Z,Comerica Park,R,PHI,DET,143,116,Zack Wheeler,Tarik Skubal,554430,669373,5,0,PHI,0,5,5,N,1
824491,2026-07-12,2026-07-12T17:40:00Z,Great American Ball Park,R,CHC,CIN,112,113,Matthew Boyd,Andrew Abbott,571510,671096,8,4,CHC,0,12,4,N,1
824574,2026-07-12,2026-07-12T18:10:00Z,Rate Field,R,ATH,CWS,133,145,J.T. Ginn,Noah Schultz,669372,702273,1,9,CWS,1,10,8,N,1
824814,2026-07-12,2026-07-12T17:35:00Z,Oriole Park at Camden Yards,R,KC,BAL,118,110,Seth Lugo,Shane Baz,607625,669358,2,8,BAL,1,10,6,N,1
823440,2026-07-16,2026-07-16T22:10:00Z,Citizens Bank Park,R,NYM,PHI,121,143,Christian Scott,Aaron Nola,681035,605400,4,1,NYM,0,5,3,N,1
822789,2026-07-17,2026-07-17T23:15:00Z,Rogers Centre,R,CWS,TOR,145,141,Anthony Kay,Spencer Miles,641743,693686,12,4,CWS,0,16,8,N,1
823115,2026-07-17,2026-07-18T02:10:00Z,T-Mobile Park,R,SF,SEA,137,136,Landen Roupp,Bryce Miller,694738,682243,7,0,SF,0,7,7,N,1
823524,2026-07-17,2026-07-17T23:05:00Z,Yankee Stadium,R,LAD,NYY,119,147,Roki Sasaki,Gerrit Cole,808963,543037,2,1,LAD,0,3,1,N,1
823766,2026-07-17,2026-07-17T23:40:00Z,American Family Field,R,MIA,MIL,146,158,Sandy Alcantara,Logan Henderson,645261,701656,1,2,MIL,1,3,1,N,1
824009,2026-07-17,2026-07-18T01:38:00Z,Angel Stadium,R,DET,LAA,116,108,Troy Melton,Reid Detmers,675512,672282,2,1,DET,0,3,1,N,1
824090,2026-07-17,2026-07-18T00:10:00Z,Kauffman Stadium,R,SD,KC,135,118,Michael King,Seth Lugo,650633,607625,6,7,KC,1,13,1,N,1
824170,2026-07-17,2026-07-18T00:10:00Z,Daikin Park,R,BAL,HOU,110,117,Dean Kremer,Peter Lambert,665152,663567,3,2,BAL,0,5,1,N,1
824332,2026-07-17,2026-07-18T00:40:00Z,Coors Field,R,CIN,COL,113,115,Brady Singer,Gabriel Hughes,663903,687312,7,2,CIN,0,9,5,N,1
824655,2026-07-17,2026-07-18T00:05:00Z,Wrigley Field,R,MIN,CHC,142,112,Bailey Ober,Colin Rea,641927,607067,5,2,MIN,0,7,3,N,1
824737,2026-07-17,2026-07-17T23:10:00Z,Fenway Park,R,TB,BOS,139,111,Mason Englert,Eduardo Rivera,669438,700842,3,5,BOS,1,8,2,S,2
824766,2026-07-17,2026-07-17T17:35:00Z,Fenway Park,R,TB,BOS,139,111,Griffin Jax,Jake Bennett,643377,687562,0,10,BOS,1,10,10,S,1
824901,2026-07-17,2026-07-17T23:15:00Z,Truist Park,R,TEX,ATL,140,144,Cal Quantrill,Chris Sale,615698,519242,1,15,ATL,1,16,14,N,1
824981,2026-07-17,2026-07-18T01:40:00Z,Sutter Health Park,R,WSH,ATH,120,133,Cade Cavalli,Gage Jump,676917,695611,23,4,WSH,0,27,19,N,1
825060,2026-07-17,2026-07-18T01:40:00Z,Chase Field,R,STL,AZ,138,109,Michael McGreevy,Merrill Kelly,700241,518876,5,4,STL,0,9,1,N,1
822790,2026-07-18,2026-07-18T19:07:00Z,Rogers Centre,R,CWS,TOR,145,141,Davis Martin,Shane Bieber,663436,669456,0,1,TOR,1,1,1,N,1
823116,2026-07-18,2026-07-19T00:08:00Z,T-Mobile Park,R,SF,SEA,137,136,Logan Webb,Bryan Woo,657277,693433,3,4,SEA,1,7,1,N,1
823441,2026-07-18,2026-07-18T19:05:00Z,Citizens Bank Park,R,NYM,PHI,121,143,Sean Manaea,Jesús Luzardo,640455,666200,1,6,PHI,1,7,5,N,1
823763,2026-07-18,2026-07-18T20:10:00Z,American Family Field,R,MIA,MIL,146,158,Max Meyer,Shane Drohan,676974,675660,6,8,MIL,1,14,2,N,1
824008,2026-07-18,2026-07-19T02:07:00Z,Angel Stadium,R,DET,LAA,116,108,Tarik Skubal,Grayson Rodriguez,669373,680570,7,0,DET,0,7,7,N,1
824088,2026-07-18,2026-07-18T20:10:00Z,Kauffman Stadium,R,SD,KC,135,118,Griffin Canning,Randy Dobnak,656288,677976,1,6,KC,1,7,5,N,1
824169,2026-07-18,2026-07-18T20:10:00Z,Daikin Park,R,BAL,HOU,110,117,Trevor Rogers,Spencer Arrighetti,669432,681293,4,2,BAL,0,6,2,N,1
824331,2026-07-18,2026-07-18T19:10:00Z,Coors Field,R,CIN,COL,113,115,Rhett Lowder,Tomoyuki Sugano,695076,608372,3,10,COL,1,13,7,N,1
824412,2026-07-18,2026-07-18T23:10:00Z,Progressive Field,R,PIT,CLE,134,114,Mason Montgomery,Logan Allen,682254,671106,3,5,CLE,1,8,2,S,2
824414,2026-07-18,2026-07-18T17:10:00Z,Progressive Field,R,PIT,CLE,134,114,Jared Jones,Gavin Williams,683003,668909,7,1,PIT,0,8,6,S,1
824657,2026-07-18,2026-07-18T18:20:00Z,Wrigley Field,R,MIN,CHC,142,112,Taj Bradley,Matthew Boyd,671737,571510,2,6,CHC,1,8,4,N,1
824738,2026-07-18,2026-07-18T20:10:00Z,Fenway Park,R,TB,BOS,139,111,Ian Seymour,Patrick Sandoval,693855,663776,6,7,BOS,1,13,1,N,1
824899,2026-07-18,2026-07-18T20:10:00Z,Truist Park,R,TEX,ATL,140,144,MacKenzie Gore,Owen Murphy,669022,702566,7,6,TEX,0,13,1,N,1
824979,2026-07-18,2026-07-19T02:05:00Z,Sutter Health Park,R,WSH,ATH,120,133,Zack Littell,J.T. Ginn,641793,669372,1,15,ATH,1,16,14,N,1
825059,2026-07-18,2026-07-18T20:10:00Z,Chase Field,R,STL,AZ,138,109,Dustin May,Brandon Pfaadt,669160,694297,3,5,AZ,1,8,2,N,1
822786,2026-07-19,2026-07-19T16:15:00Z,Rogers Centre,R,CWS,TOR,145,141,Sean Burke,Trey Yesavage,680732,702056,3,0,CWS,0,3,3,N,1
823113,2026-07-19,2026-07-19T20:10:00Z,T-Mobile Park,R,SF,SEA,137,136,Robbie Ray,Logan Gilbert,592662,669302,3,6,SEA,1,9,3,N,1
823439,2026-07-19,2026-07-19T17:35:00Z,Citizens Bank Park,R,NYM,PHI,121,143,Nolan McLean,Alan Rangel,690997,660604,6,1,NYM,0,7,5,N,1
823521,2026-07-19,2026-07-19T23:20:00Z,Yankee Stadium,R,LAD,NYY,119,147,Will Klein,Ryan Yarbrough,694361,642232,1,2,NYY,1,3,1,S,2
823523,2026-07-19,2026-07-19T16:35:00Z,Yankee Stadium,R,LAD,NYY,119,147,Yoshinobu Yamamoto,Cam Schlittler,808967,693645,8,2,LAD,0,10,6,S,1
823764,2026-07-19,2026-07-19T18:10:00Z,American Family Field,R,MIA,MIL,146,158,Eury Pérez,Robert Gasser,691587,688107,1,3,MIL,1,4,2,N,1
824007,2026-07-19,2026-07-19T20:07:00Z,Angel Stadium,R,DET,LAA,116,108,Casey Mize,Ryan Johnson,663554,696270,2,3,LAA,1,5,1,N,1
824086,2026-07-19,2026-07-19T18:10:00Z,Kauffman Stadium,R,SD,KC,135,118,Germán Márquez,Noah Cameron,608566,702070,19,2,SD,0,21,17,N,1
824168,2026-07-19,2026-07-19T18:10:00Z,Daikin Park,R,BAL,HOU,110,117,Brandon Young,Hunter Brown,687064,686613,5,2,BAL,0,7,3,N,1
824330,2026-07-19,2026-07-19T19:10:00Z,Coors Field,R,CIN,COL,113,115,Hunter Greene,Ryan Feltner,668881,663372,9,6,CIN,0,15,3,N,1
824411,2026-07-19,2026-07-19T17:40:00Z,Progressive Field,R,PIT,CLE,134,114,Paul Skenes,Joey Cantillo,694973,676282,7,1,PIT,0,8,6,N,1
824653,2026-07-19,2026-07-19T18:20:00Z,Wrigley Field,R,MIN,CHC,142,112,Zebby Matthews,Shota Imanaga,805673,684007,1,10,CHC,1,11,9,N,1
824739,2026-07-19,2026-07-19T17:35:00Z,Fenway Park,R,TB,BOS,139,111,Shane McClanahan,Sonny Gray,663556,543243,1,6,BOS,1,7,5,N,1
824897,2026-07-19,2026-07-19T17:35:00Z,Truist Park,R,TEX,ATL,140,144,Nathan Eovaldi,Grant Holmes,543135,656550,5,8,ATL,1,13,3,N,1
824978,2026-07-19,2026-07-19T20:05:00Z,Sutter Health Park,R,WSH,ATH,120,133,Foster Griffin,Jacob Lopez,656492,682052,5,2,WSH,0,7,3,N,1
825057,2026-07-19,2026-07-19T20:10:00Z,Chase Field,R,STL,AZ,138,109,Andre Pallante,Eduardo Rodriguez,669467,593958,7,8,AZ,1,15,1,N,1
822788,2026-07-20,2026-07-20T23:07:00Z,Rogers Centre,R,TB,TOR,139,141,Nick Martinez,Dylan Cease,607259,656302,7,1,TB,0,8,6,N,1
822874,2026-07-20,2026-07-21T00:05:00Z,Globe Life Field,R,CWS,TEX,145,140,Erick Fedde,Jacob deGrom,607200,594798,10,3,CWS,0,13,7,N,1
823112,2026-07-20,2026-07-21T01:40:00Z,T-Mobile Park,R,CIN,SEA,113,136,Andrew Abbott,George Kirby,671096,669923,0,8,SEA,1,8,8,N,1
823436,2026-07-20,2026-07-20T23:10:00Z,Citizens Bank Park,R,LAD,PHI,119,143,Emmet Sheehan,Cristopher Sánchez,686218,650911,7,10,PHI,1,17,3,N,1
823522,2026-07-20,2026-07-20T23:05:00Z,Yankee Stadium,R,PIT,NYY,134,147,Braxton Ashcraft,Ryan Weathers,677952,677960,5,8,NYY,1,13,3,N,1
823762,2026-07-20,2026-07-20T23:40:00Z,American Family Field,R,NYM,MIL,121,158,Freddy Peralta,Jacob Misiorowski,642547,694819,3,8,MIL,1,11,5,N,1
824006,2026-07-20,2026-07-21T02:10:00Z,Angel Stadium,R,STL,LAA,138,108,Kyle Leahy,José Soriano,681517,667755,2,3,LAA,1,5,1,N,1
824087,2026-07-20,2026-07-20T23:40:00Z,Kauffman Stadium,R,SF,KC,137,118,Trevor McDonald,Michael Wacha,686790,608379,3,4,KC,1,7,1,N,1
824167,2026-07-20,2026-07-21T00:10:00Z,Daikin Park,R,MIA,HOU,146,117,Janson Junk,Ronel Blanco,676083,669854,5,8,HOU,1,13,3,N,1
824328,2026-07-20,2026-07-21T00:40:00Z,Coors Field,R,WSH,COL,120,115,Andrew Alvarez,Kyle Freeland,674841,607536,7,3,WSH,0,10,4,N,1
824410,2026-07-20,2026-07-20T22:40:00Z,Progressive Field,R,MIN,CLE,142,114,Joe Ryan,Tanner Bibee,657746,676440,4,13,CLE,1,17,9,N,1
824654,2026-07-20,2026-07-21T00:05:00Z,Wrigley Field,R,DET,CHC,116,112,Jack Flaherty,Jameson Taillon,656427,592791,8,6,DET,0,14,2,N,1
824736,2026-07-20,2026-07-20T23:10:00Z,Fenway Park,R,BAL,BOS,110,111,Shane Baz,Payton Tolle,669358,801139,5,6,BOS,1,11,1,N,1
824898,2026-07-20,2026-07-20T23:15:00Z,Truist Park,R,SD,ATL,135,144,JP Sears,Bryce Elder,676664,693821,2,3,ATL,1,5,1,N,1
825058,2026-07-20,2026-07-21T01:40:00Z,Chase Field,R,ATH,AZ,133,109,Jeffrey Springs,Mitch Bratt,605488,683352,5,2,ATH,0,7,3,N,1
822787,2026-07-21,2026-07-21T23:07:00Z,Rogers Centre,R,TB,TOR,139,141,Drew Rasmussen,Kevin Gausman,656876,592332,12,2,TB,0,14,10,N,1
822871,2026-07-21,2026-07-22T00:05:00Z,Globe Life Field,R,CWS,TEX,145,140,Noah Schultz,Kumar Rocker,702273,677958,0,10,TEX,1,10,10,N,1
823114,2026-07-21,2026-07-22T01:40:00Z,T-Mobile Park,R,CIN,SEA,113,136,Chase Burns,Luis Castillo,695505,622491,4,2,CIN,0,6,2,N,1
823437,2026-07-21,2026-07-21T22:40:00Z,Citizens Bank Park,R,LAD,PHI,119,143,Justin Wrobleski,Zack Wheeler,680736,554430,2,1,LAD,0,3,1,N,1
823760,2026-07-21,2026-07-21T23:40:00Z,American Family Field,R,NYM,MIL,121,158,Zac Thornton,Brandon Sproat,804267,687075,4,0,NYM,0,4,4,N,1
824005,2026-07-21,2026-07-22T01:38:00Z,Angel Stadium,R,STL,LAA,138,108,Matthew Liberatore,Walbert Ureña,669461,700712,1,5,LAA,1,6,4,N,1
824085,2026-07-21,2026-07-21T23:40:00Z,Kauffman Stadium,R,SF,KC,137,118,Tyler Mahle,Luinder Avila,641816,679883,2,3,KC,1,5,1,N,1
824165,2026-07-21,2026-07-22T00:10:00Z,Daikin Park,R,MIA,HOU,146,117,Tyler Phillips,Tatsuya Imai,663969,837227,3,5,HOU,1,8,2,N,1
824329,2026-07-21,2026-07-22T00:40:00Z,Coors Field,R,WSH,COL,120,115,Carson Palmquist,Michael Lorenzen,687223,547179,7,8,COL,1,15,1,N,1
824409,2026-07-21,2026-07-21T22:40:00Z,Progressive Field,R,MIN,CLE,142,114,Kendry Rojas,Parker Messick,696070,800048,2,5,CLE,1,7,3,N,1
824652,2026-07-21,2026-07-22T00:05:00Z,Wrigley Field,R,DET,CHC,116,112,Framber Valdez,David Peterson,664285,656849,2,11,CHC,1,13,9,N,1
824895,2026-07-21,2026-07-21T23:15:00Z,Truist Park,R,SD,ATL,135,144,Walker Buehler,Reynaldo López,621111,625643,8,3,SD,0,11,5,N,1
825056,2026-07-21,2026-07-22T01:40:00Z,Chase Field,R,ATH,AZ,133,109,Jack Perkins,Kohl Drake,678022,684442,5,6,AZ,1,11,1,N,1
822784,2026-07-22,2026-07-22T23:07:00Z,Rogers Centre,R,TB,TOR,139,141,Griffin Jax,Braydon Fisher,643377,680755,4,2,TB,0,6,2,N,1
822873,2026-07-22,2026-07-23T00:05:00Z,Globe Life Field,R,CWS,TEX,145,140,Anthony Kay,Tyler Alexander,641743,641302,4,2,CWS,0,6,2,N,1
823110,2026-07-22,2026-07-22T19:40:00Z,T-Mobile Park,R,CIN,SEA,113,136,Brady Singer,Emerson Hancock,663903,676106,5,3,CIN,0,8,2,N,1
823438,2026-07-22,2026-07-22T22:40:00Z,Citizens Bank Park,R,LAD,PHI,119,143,Eric Lauer,Aaron Nola,641778,605400,9,5,LAD,0,14,4,N,1
823518,2026-07-22,2026-07-22T17:05:00Z,Yankee Stadium,R,PIT,NYY,134,147,Mitch Keller,Gerrit Cole,656605,543037,5,3,PIT,0,8,2,S,1
823519,2026-07-22,2026-07-22T23:05:00Z,Yankee Stadium,R,PIT,NYY,134,147,Bubba Chandler,Max Fried,696149,608331,0,2,NYY,1,2,2,S,2
823761,2026-07-22,2026-07-22T18:10:00Z,American Family Field,R,NYM,MIL,121,158,Christian Scott,Logan Henderson,681035,701656,3,4,MIL,1,7,1,N,1
824004,2026-07-22,2026-07-22T20:07:00Z,Angel Stadium,R,STL,LAA,138,108,Hunter Dobbins,Reid Detmers,690928,672282,1,0,STL,0,1,1,N,1
824083,2026-07-22,2026-07-22T18:10:00Z,Kauffman Stadium,R,SF,KC,137,118,Landen Roupp,Seth Lugo,694738,607625,4,5,KC,1,9,1,N,1
824166,2026-07-22,2026-07-23T00:10:00Z,Daikin Park,R,MIA,HOU,146,117,Sandy Alcantara,Peter Lambert,645261,663567,2,5,HOU,1,7,3,N,1
824327,2026-07-22,2026-07-22T19:10:00Z,Coors Field,R,WSH,COL,120,115,Cade Cavalli,Gabriel Hughes,676917,687312,8,0,WSH,0,8,8,N,1
824408,2026-07-22,2026-07-22T22:40:00Z,Progressive Field,R,MIN,CLE,142,114,Bailey Ober,Slade Cecconi,641927,677944,10,6,MIN,0,16,4,N,1
824650,2026-07-22,2026-07-23T00:10:00Z,Wrigley Field,R,DET,CHC,116,112,Keider Montero,Colin Rea,672456,607067,5,1,DET,0,6,4,N,1
824732,2026-07-22,2026-07-22T23:10:00Z,Fenway Park,R,BAL,BOS,110,111,Kyle Bradish,Eduardo Rivera,680694,700842,5,1,BAL,0,6,4,S,2
824735,2026-07-22,2026-07-22T17:35:00Z,Fenway Park,R,BAL,BOS,110,111,Dean Kremer,Jake Bennett,665152,687562,3,6,BOS,1,9,3,S,1
824896,2026-07-22,2026-07-22T23:15:00Z,Truist Park,R,SD,ATL,135,144,Michael King,Martín Pérez,650633,527048,6,7,ATL,1,13,1,N,1
825055,2026-07-22,2026-07-22T19:40:00Z,Chase Field,R,ATH,AZ,133,109,Gage Jump,Merrill Kelly,695611,518876,5,15,AZ,1,20,10,N,1
822785,2026-07-23,2026-07-23T19:07:00Z,Rogers Centre,R,TB,TOR,139,141,Casey Legumina,Shane Bieber,668984,669456,1,3,TOR,1,4,2,N,1
823042,2026-07-23,2026-07-23T21:15:00Z,Busch Stadium,R,AZ,STL,109,138,Brandon Pfaadt,Michael McGreevy,694297,700241,10,6,AZ,0,16,4,N,1
824247,2026-07-23,2026-07-23T22:40:00Z,Comerica Park,R,KC,DET,118,116,Randy Dobnak,Troy Melton,677976,675512,3,4,DET,1,7,1,N,1
824406,2026-07-23,2026-07-23T17:10:00Z,Progressive Field,R,MIN,CLE,142,114,Taj Bradley,Gavin Williams,671737,668909,3,1,MIN,0,4,2,N,1
824893,2026-07-23,2026-07-23T16:15:00Z,Truist Park,R,SD,ATL,135,144,Kyle Hart,Chris Sale,606996,519242,5,6,ATL,1,11,1,N,1
822707,2026-07-24,2026-07-24T22:45:00Z,Nationals Park,R,AZ,WSH,109,120,Eduardo Rodriguez,Carson Palmquist,593958,687223,3,2,AZ,0,5,1,N,1
822872,2026-07-24,2026-07-25T00:05:00Z,Globe Life Field,R,SEA,TEX,136,140,Bryce Miller,MacKenzie Gore,682243,669022,4,5,TEX,1,9,1,N,1
822952,2026-07-24,2026-07-24T23:10:00Z,Tropicana Field,R,CLE,TB,114,139,Joey Cantillo,Shane McClanahan,676282,663556,3,11,TB,1,14,8,N,1
823031,2026-07-24,2026-07-25T00:15:00Z,Busch Stadium,R,CIN,STL,113,138,Rhett Lowder,Dustin May,695076,669160,4,2,CIN,0,6,2,N,1
823196,2026-07-24,2026-07-25T02:15:00Z,Oracle Park,R,LAA,SF,108,137,Grayson Rodriguez,Logan Webb,680570,657277,6,7,SF,1,13,1,N,1
823352,2026-07-24,2026-07-24T22:40:00Z,PNC Park,R,CHC,PIT,112,134,Matthew Boyd,Jared Jones,571510,683003,3,2,CHC,0,5,1,N,1
823434,2026-07-24,2026-07-24T22:45:00Z,Citizens Bank Park,R,NYY,PHI,147,143,Cam Schlittler,Jesús Luzardo,693645,666200,1,0,NYY,0,1,1,N,1
823601,2026-07-24,2026-07-24T23:10:00Z,Citi Field,R,LAD,NYM,119,121,Roki Sasaki,Sean Manaea,808963,640455,4,2,LAD,0,6,2,N,1
823680,2026-07-24,2026-07-25T00:10:00Z,Target Field,R,ATH,MIN,133,142,Jacob Lopez,Zebby Matthews,682052,805673,2,0,ATH,0,2,2,N,1
823759,2026-07-24,2026-07-24T20:10:00Z,American Family Field,R,COL,MIL,115,158,Tomoyuki Sugano,Shane Drohan,608372,675660,5,2,COL,0,7,3,N,1
823843,2026-07-24,2026-07-24T23:10:00Z,loanDepot park,R,SD,MIA,135,146,Germán Márquez,Ryan Gusto,608566,687473,4,2,SD,0,6,2,N,1
824248,2026-07-24,2026-07-24T22:40:00Z,Comerica Park,R,KC,DET,118,116,Beck Way,Tarik Skubal,694360,669373,1,2,DET,1,3,1,N,1
824573,2026-07-24,2026-07-24T23:40:00Z,Rate Field,R,HOU,CWS,117,145,Spencer Arrighetti,Davis Martin,681293,663436,9,5,HOU,0,14,4,N,1
824733,2026-07-24,2026-07-24T23:15:00Z,Fenway Park,R,TOR,BOS,141,111,Trey Yesavage,Patrick Sandoval,702056,663776,4,6,BOS,1,10,2,N,1
824812,2026-07-24,2026-07-24T23:05:00Z,Oriole Park at Camden Yards,R,ATL,BAL,144,110,Grant Holmes,Trevor Rogers,656550,669432,7,6,ATL,0,13,1,N,1
822704,2026-07-25,2026-07-25T20:05:00Z,Nationals Park,R,AZ,WSH,109,120,Mitch Bratt,Foster Griffin,683352,656492,3,5,WSH,1,8,2,N,1
822869,2026-07-25,2026-07-25T23:15:00Z,Globe Life Field,R,SEA,TEX,136,140,Bryan Woo,Nathan Eovaldi,693433,543135,1,7,TEX,1,8,6,N,1
822948,2026-07-25,2026-07-25T22:10:00Z,Tropicana Field,R,CLE,TB,114,139,Tanner Bibee,Nick Martinez,676440,607259,0,3,TB,1,3,3,N,1
823027,2026-07-25,2026-07-25T23:15:00Z,Busch Stadium,R,CIN,STL,113,138,Hunter Greene,Andre Pallante,668881,669467,0,7,STL,1,7,7,N,1
823197,2026-07-25,2026-07-25T20:05:00Z,Oracle Park,R,LAA,SF,108,137,Ryan Johnson,Robbie Ray,696270,592662,2,9,SF,1,11,7,N,1
