game_pk,date,start_time_utc,venue,game_type,away_team,home_team,away_team_id,home_team_id,away_probable,home_probable,away_probable_id,home_probable_id,away_score,home_score,winner,home_won,total_runs,run_differential,double_header,game_number
717442,2023-07-08,2023-07-08T17:10:00Z,Comerica Park,R,TOR,DET,141,116,Kevin Gausman,Matt Manning,592332,666159,0,2,DET,1,2,2,N,1
717443,2023-07-08,2023-07-08T20:10:00Z,Progressive Field,R,KC,CLE,118,114,Brady Singer,Gavin Williams,663903,668909,6,10,CLE,1,16,4,N,1
717444,2023-07-08,2023-07-08T20:10:00Z,American Family Field,R,CIN,MIL,113,158,Luke Weaver,Colin Rea,596133,607067,8,5,CIN,0,13,3,N,1
717445,2023-07-08,2023-07-08T18:10:00Z,Guaranteed Rate Field,R,STL,CWS,138,145,Miles Mikolas,Touki Toussaint,571945,657053,3,0,STL,0,3,3,N,1
717446,2023-07-08,2023-07-08T18:10:00Z,Target Field,R,BAL,MIN,110,142,Tyler Wells,Sonny Gray,669330,543243,6,2,BAL,0,8,4,N,1
717447,2023-07-08,2023-07-08T17:05:00Z,Yankee Stadium,R,CHC,NYY,112,147,Drew Smyly,Gerrit Cole,592767,543037,3,6,NYY,1,9,3,N,1
717449,2023-07-08,2023-07-08T20:10:00Z,Fenway Park,R,OAK,BOS,133,111,Austin Pruitt,James Paxton,643493,572020,3,10,BOS,1,13,7,N,1
717450,2023-07-08,2023-07-08T20:05:00Z,Nationals Park,R,TEX,WSH,140,120,Andrew Heaney,Jake Irvin,571760,663623,3,8,WSH,1,11,5,N,1
717451,2023-07-08,2023-07-08T20:05:00Z,Oracle Park,R,COL,SF,115,137,Connor Seabold,Ryan Walker,657756,676254,3,5,SF,1,8,2,N,1
717422,2023-07-09,2023-07-09T20:05:00Z,Oracle Park,R,COL,SF,115,137,Kyle Freeland,Logan Webb,607536,657277,0,1,SF,1,1,1,N,1
717423,2023-07-09,2023-07-09T20:10:00Z,Petco Park,R,NYM,SD,121,135,Max Scherzer,Joe Musgrove,453286,605397,2,6,SD,1,8,4,N,1
717424,2023-07-09,2023-07-09T18:10:00Z,Guaranteed Rate Field,R,STL,CWS,138,145,Steven Matz,Lucas Giolito,571927,608337,4,3,STL,0,7,1,N,1
717425,2023-07-09,2023-07-09T20:10:00Z,Chase Field,R,PIT,AZ,134,109,Carmen Mlodzinski,Zach Davies,669387,605200,4,2,PIT,0,6,2,N,1
717426,2023-07-09,2023-07-09T17:40:00Z,loanDepot park,R,PHI,MIA,143,146,Aaron Nola,Jesús Luzardo,605400,666200,3,7,MIA,1,10,4,N,1
717427,2023-07-09,2023-07-09T18:10:00Z,American Family Field,R,CIN,MIL,113,158,,Wade Miley,,489119,0,1,MIL,1,1,1,N,1
717428,2023-07-09,2023-07-09T18:10:00Z,Target Field,R,BAL,MIN,110,142,Kyle Gibson,Joe Ryan,502043,657746,15,2,BAL,0,17,13,N,1
717429,2023-07-09,2023-07-09T17:40:00Z,Tropicana Field,R,ATL,TB,144,139,Bryce Elder,Zach Eflin,693821,621107,4,10,TB,1,14,6,N,1
717430,2023-07-09,2023-07-09T18:10:00Z,Minute Maid Park,R,SEA,HOU,136,117,Logan Gilbert,Brandon Bielak,669302,656232,3,1,SEA,0,4,2,N,1
717431,2023-07-09,2023-07-09T17:40:00Z,Comerica Park,R,TOR,DET,141,116,Chris Bassitt,Tarik Skubal,605135,669373,4,3,TOR,0,7,1,N,1
717432,2023-07-09,2023-07-09T16:05:00Z,Nationals Park,R,TEX,WSH,140,120,Dane Dunning,Patrick Corbin,641540,571578,2,7,WSH,1,9,5,N,1
717433,2023-07-09,2023-07-09T17:35:00Z,Yankee Stadium,R,CHC,NYY,112,147,Kyle Hendricks,Domingo Germán,543294,593334,7,4,CHC,0,11,3,N,1
717434,2023-07-09,2023-07-09T17:40:00Z,Progressive Field,R,KC,CLE,118,114,Ryan Yarbrough,Shane Bieber,642232,669456,4,1,KC,0,5,3,N,1
717435,2023-07-09,2023-07-09T17:35:00Z,Fenway Park,R,OAK,BOS,133,111,JP Sears,Tayler Scott,676664,605463,3,4,BOS,1,7,1,N,1
717405,2023-07-14,2023-07-15T01:38:00Z,Angel Stadium,R,HOU,LAA,117,108,J.P. France,Shohei Ohtani,641585,660271,7,5,HOU,0,12,2,N,1
717406,2023-07-14,2023-07-15T02:10:00Z,T-Mobile Park,R,DET,SEA,116,136,Eduardo Rodriguez,Luis Castillo,593958,622491,5,4,DET,0,9,1,N,1
717407,2023-07-14,2023-07-15T18:15:00Z,Busch Stadium,R,WSH,STL,120,138,Trevor Williams,Miles Mikolas,592866,571945,7,5,WSH,0,12,2,N,1
717409,2023-07-14,2023-07-15T01:40:00Z,Oakland Coliseum,R,MIN,OAK,142,133,Kenta Maeda,Ken Waldichuk,628317,686610,5,4,MIN,0,9,1,N,1
717410,2023-07-14,2023-07-15T00:40:00Z,Coors Field,R,NYY,COL,147,115,Carlos Rodón,Austin Gomber,607074,596295,2,7,COL,1,9,5,N,1
717412,2023-07-14,2023-07-14T23:10:00Z,Great American Ball Park,R,MIL,CIN,158,113,Corbin Burnes,Graham Ashcraft,669203,668933,1,0,MIL,0,1,1,N,1
717413,2023-07-14,2023-07-14T23:10:00Z,Citi Field,R,LAD,NYM,119,121,Julio Urías,Justin Verlander,628711,434378,6,0,LAD,0,6,6,N,1
717414,2023-07-14,2023-07-14T23:20:00Z,Truist Park,R,CWS,ATL,145,144,Michael Kopech,Charlie Morton,656629,450203,0,9,ATL,1,9,9,N,1
717415,2023-07-14,2023-07-15T00:05:00Z,Globe Life Field,R,CLE,TEX,114,140,Aaron Civale,Jon Gray,650644,592351,4,12,TEX,1,16,8,N,1
717416,2023-07-14,2023-07-14T23:05:00Z,PNC Park,R,SF,PIT,137,134,Ross Stripling,Rich Hill,548389,448179,6,4,SF,0,10,2,N,1
717417,2023-07-14,2023-07-14T23:05:00Z,Oriole Park at Camden Yards,R,MIA,BAL,146,110,Sandy Alcantara,Dean Kremer,645261,665152,2,5,BAL,1,7,3,N,1
717418,2023-07-14,2023-07-14T22:05:00Z,Citizens Bank Park,R,SD,PHI,135,143,Yu Darvish,Cristopher Sánchez,506433,650911,8,3,SD,0,11,5,N,1
717419,2023-07-14,2023-07-15T00:05:00Z,Wrigley Field,R,BOS,CHC,111,112,Brayan Bello,Kyle Hendricks,678394,543294,8,3,BOS,0,11,5,N,1
717420,2023-07-14,2023-07-14T23:07:00Z,Rogers Centre,R,AZ,TOR,109,141,Ryne Nelson,José Berríos,669194,621244,2,7,TOR,1,9,5,N,1
717389,2023-07-15,2023-07-16T01:07:00Z,Angel Stadium,R,HOU,LAA,117,108,Framber Valdez,Reid Detmers,664285,672282,12,13,LAA,1,25,1,N,1
717390,2023-07-15,2023-07-16T01:40:00Z,T-Mobile Park,R,DET,SEA,116,136,Michael Lorenzen,George Kirby,547179,669923,6,0,DET,0,6,6,N,1
717392,2023-07-15,2023-07-15T23:10:00Z,Great American Ball Park,R,MIL,CIN,158,113,Freddy Peralta,Andrew Abbott,642547,671096,3,0,MIL,0,3,3,N,1
717393,2023-07-15,2023-07-15T23:10:00Z,Kauffman Stadium,R,TB,KC,139,118,Shawn Armstrong,Cole Ragans,542888,666142,4,2,TB,0,6,2,S,2
717394,2023-07-15,2023-07-16T00:10:00Z,Coors Field,R,NYY,COL,147,115,Clarke Schmidt,Connor Seabold,657376,657756,6,3,NYY,0,9,3,N,1
717395,2023-07-15,2023-07-15T23:15:00Z,Truist Park,R,CWS,ATL,145,144,Lance Lynn,Spencer Strider,458681,675911,6,5,CWS,0,11,1,N,1
717396,2023-07-15,2023-07-15T23:15:00Z,Busch Stadium,R,WSH,STL,120,138,Jake Irvin,Steven Matz,663623,571927,6,9,STL,1,15,3,N,1
717397,2023-07-15,2023-07-15T23:05:00Z,Citizens Bank Park,R,SD,PHI,135,143,Ryan Weathers,Taijuan Walker,677960,592836,4,9,PHI,1,13,5,S,2
717398,2023-07-15,2023-07-15T23:05:00Z,PNC Park,R,SF,PIT,137,134,Alex Cobb,Johan Oviedo,502171,670912,3,1,SF,0,4,2,N,1
717399,2023-07-15,2023-07-15T23:07:00Z,Oakland Coliseum,R,MIN,OAK,142,133,Pablo López,Austin Pruitt,641154,643493,10,7,MIN,0,17,3,N,1
717400,2023-07-15,2023-07-15T23:15:00Z,Citi Field,R,LAD,NYM,119,121,Tony Gonsolin,Kodai Senga,664062,673540,5,1,LAD,0,6,4,N,1
717401,2023-07-15,2023-07-15T23:05:00Z,Oriole Park at Camden Yards,R,MIA,BAL,146,110,Braxton Garrett,Kyle Gibson,666129,502043,5,6,BAL,1,11,1,N,1
717402,2023-07-15,2023-07-15T20:05:00Z,Globe Life Field,R,CLE,TEX,114,140,Gavin Williams,Andrew Heaney,668909,571760,0,2,TEX,1,2,2,N,1
717403,2023-07-15,2023-07-15T18:20:00Z,Wrigley Field,R,BOS,CHC,111,112,James Paxton,Marcus Stroman,572020,573186,4,10,CHC,1,14,6,N,1
717404,2023-07-15,2023-07-15T19:07:00Z,Rogers Centre,R,AZ,TOR,109,141,Zac Gallen,Chris Bassitt,668678,605135,2,5,TOR,1,7,3,N,1
717408,2023-07-15,2023-07-15T17:05:00Z,Citizens Bank Park,R,SD,PHI,135,143,Blake Snell,Ranger Suarez,605483,624133,4,6,PHI,1,10,2,S,1
717411,2023-07-15,2023-07-15T18:10:00Z,Kauffman Stadium,R,TB,KC,139,118,Tyler Glasnow,Alec Marsh,607192,679525,6,1,TB,0,7,5,S,1
717373,2023-07-16,2023-07-16T20:10:00Z,T-Mobile Park,R,DET,SEA,116,136,Reese Olson,Bryce Miller,681857,682243,0,2,SEA,1,2,2,N,1
717376,2023-07-16,2023-07-16T18:20:00Z,Wrigley Field,R,BOS,CHC,111,112,Kutter Crawford,Justin Steele,676710,657006,11,5,BOS,0,16,6,N,1
717377,2023-07-16,2023-07-16T18:35:00Z,Globe Life Field,R,CLE,TEX,114,140,Tanner Bibee,Martín Pérez,676440,527048,5,6,TEX,1,11,1,N,1
717378,2023-07-16,2023-07-16T19:10:00Z,Coors Field,R,NYY,COL,147,115,Gerrit Cole,Chase Anderson,543037,502624,7,8,COL,1,15,1,N,1
717379,2023-07-16,2023-07-16T20:07:00Z,Oakland Coliseum,R,MIN,OAK,142,133,Joe Ryan,JP Sears,657746,676664,5,4,MIN,0,9,1,N,1
717380,2023-07-16,2023-07-16T18:15:00Z,Busch Stadium,R,WSH,STL,120,138,Josiah Gray,Jack Flaherty,680686,656427,4,8,STL,1,12,4,N,1
717381,2023-07-16,2023-07-16T23:10:00Z,Angel Stadium,R,HOU,LAA,117,108,Cristian Javier,Tyler Anderson,664299,542881,9,8,HOU,0,17,1,N,1
717382,2023-07-16,2023-07-16T18:10:00Z,Kauffman Stadium,R,TB,KC,139,118,Zach Eflin,Brady Singer,621107,663903,4,8,KC,1,12,4,N,1
717383,2023-07-16,2023-07-16T17:40:00Z,Great American Ball Park,R,MIL,CIN,158,113,Adrian Houser,Ben Lively,605288,594902,4,3,MIL,0,7,1,N,1
717384,2023-07-16,2023-07-16T17:35:00Z,Oriole Park at Camden Yards,R,MIA,BAL,146,110,Steven Okert,Kyle Bradish,595345,680694,4,5,BAL,1,9,1,N,1
717385,2023-07-16,2023-07-16T21:10:00Z,Citi Field,R,LAD,NYM,119,121,Bobby Miller,Max Scherzer,676272,453286,1,2,NYM,1,3,1,N,1
717386,2023-07-16,2023-07-16T17:37:00Z,Rogers Centre,R,AZ,TOR,109,141,Tommy Henry,Yusei Kikuchi,674072,579328,5,7,TOR,1,12,2,N,1
717387,2023-07-16,2023-07-16T17:35:00Z,Citizens Bank Park,R,SD,PHI,135,143,Seth Lugo,Zack Wheeler,607625,554430,6,7,PHI,1,13,1,N,1
717388,2023-07-16,2023-07-16T16:05:00Z,PNC Park,R,SF,PIT,137,134,Alex Wood,Osvaldo Bido,622072,674370,8,4,SF,0,12,4,N,1
717391,2023-07-16,2023-07-16T17:35:00Z,Truist Park,R,CWS,ATL,145,144,Dylan Cease,Kolby Allard,656302,663465,8,1,CWS,0,9,7,N,1
717365,2023-07-17,2023-07-18T01:40:00Z,T-Mobile Park,R,MIN,SEA,142,136,Sonny Gray,Logan Gilbert,543243,669302,6,7,SEA,1,13,1,N,1
717366,2023-07-17,2023-07-18T01:40:00Z,Oakland Coliseum,R,BOS,OAK,111,133,Brennan Bernardino,Paul Blackburn,657514,621112,7,0,BOS,0,7,7,N,1
717367,2023-07-17,2023-07-18T00:05:00Z,Globe Life Field,R,TB,TEX,139,140,Shane McClanahan,Dane Dunning,663556,641540,2,3,TEX,1,5,1,N,1
717368,2023-07-17,2023-07-18T00:10:00Z,Kauffman Stadium,R,DET,KC,116,118,Matt Manning,Jordan Lyles,666159,543475,3,2,DET,0,5,1,N,1
717369,2023-07-17,2023-07-18T01:38:00Z,Angel Stadium,R,NYY,LAA,147,108,Luis Severino,Griffin Canning,622663,656288,3,4,LAA,1,7,1,N,1
717370,2023-07-17,2023-07-18T00:05:00Z,Wrigley Field,R,WSH,CHC,120,112,MacKenzie Gore,Drew Smyly,669022,592767,7,5,WSH,0,12,2,N,1
717371,2023-07-17,2023-07-17T23:05:00Z,PNC Park,R,CLE,PIT,114,134,Xzavion Curry,Quinn Priester,675540,682990,11,0,CLE,0,11,11,N,1
717372,2023-07-17,2023-07-17T23:05:00Z,Oriole Park at Camden Yards,R,LAD,BAL,119,110,Emmet Sheehan,Grayson Rodriguez,686218,680570,6,4,LAD,0,10,2,N,1
717374,2023-07-17,2023-07-17T23:45:00Z,Busch Stadium,R,MIA,STL,146,138,Jesús Luzardo,Miles Mikolas,666200,571945,4,6,STL,1,10,2,N,1
717375,2023-07-17,2023-07-18T21:40:00Z,Great American Ball Park,R,SF,CIN,137,113,Logan Webb,Brandon Williamson,657277,682227,4,2,SF,0,6,2,N,1
717349,2023-07-18,2023-07-19T01:40:00Z,Oakland Coliseum,R,BOS,OAK,111,133,Joe Jacques,Luis Medina,682175,665622,0,3,OAK,1,3,3,N,1
717350,2023-07-18,2023-07-19T01:40:00Z,T-Mobile Park,R,MIN,SEA,142,136,Bailey Ober,Bryan Woo,641927,693433,10,3,MIN,0,13,7,N,1
717352,2023-07-18,2023-07-19T01:38:00Z,Angel Stadium,R,NYY,LAA,147,108,Domingo Germán,Patrick Sandoval,593334,663776,1,5,LAA,1,6,4,N,1
717353,2023-07-18,2023-07-19T00:05:00Z,Wrigley Field,R,WSH,CHC,120,112,Patrick Corbin,Jameson Taillon,571578,592791,3,17,CHC,1,20,14,N,1
717354,2023-07-18,2023-07-19T00:05:00Z,Globe Life Field,R,TB,TEX,139,140,Taj Bradley,Nathan Eovaldi,671737,543135,3,5,TEX,1,8,2,N,1
717355,2023-07-18,2023-07-19T00:40:00Z,Coors Field,R,HOU,COL,117,115,Hunter Brown,Jake Bird,686613,656234,3,4,COL,1,7,1,N,1
717356,2023-07-18,2023-07-19T00:10:00Z,Kauffman Stadium,R,DET,KC,116,118,Tarik Skubal,Daniel Lynch IV,669373,663738,10,11,KC,1,21,1,N,1
717357,2023-07-18,2023-07-18T23:45:00Z,Busch Stadium,R,MIA,STL,146,138,Edward Cabrera,Jordan Montgomery,665795,656756,2,5,STL,1,7,3,N,1
717358,2023-07-18,2023-07-18T23:20:00Z,Truist Park,R,AZ,ATL,109,144,Zach Davies,Bryce Elder,605200,693821,16,13,AZ,0,29,3,N,1
717359,2023-07-18,2023-07-18T23:10:00Z,Citi Field,R,CWS,NYM,145,121,Lucas Giolito,Carlos Carrasco,608337,471911,10,11,NYM,1,21,1,N,1
717360,2023-07-18,2023-07-18T23:10:00Z,Great American Ball Park,R,SF,CIN,137,113,Anthony DeSclafani,Luke Weaver,543101,596133,11,10,SF,0,21,1,N,1
717361,2023-07-18,2023-07-18T23:05:00Z,Oriole Park at Camden Yards,R,LAD,BAL,119,110,Michael Grove,Tyler Wells,675627,669330,10,3,LAD,0,13,7,N,1
717362,2023-07-18,2023-07-18T23:07:00Z,Rogers Centre,R,SD,TOR,135,141,Joe Musgrove,Alek Manoah,605397,666201,9,1,SD,0,10,8,N,1
717363,2023-07-18,2023-07-18T22:40:00Z,Citizens Bank Park,R,MIL,PHI,158,143,Julio Teheran,Aaron Nola,527054,605400,3,4,PHI,1,7,1,N,1
717364,2023-07-18,2023-07-18T23:05:00Z,PNC Park,R,CLE,PIT,114,134,Logan Allen,Mitch Keller,671106,656605,10,1,CLE,0,11,9,N,1
717333,2023-07-19,2023-07-20T00:10:00Z,Kauffman Stadium,R,DET,KC,116,118,Eduardo Rodriguez,Ryan Yarbrough,593958,642232,3,2,DET,0,5,1,N,1
717335,2023-07-19,2023-07-20T01:40:00Z,T-Mobile Park,R,MIN,SEA,142,136,Kenta Maeda,Luis Castillo,628317,622491,6,3,MIN,0,9,3,N,1
717336,2023-07-19,2023-07-20T00:05:00Z,Wrigley Field,R,WSH,CHC,120,112,Trevor Williams,Kyle Hendricks,592866,543294,3,8,CHC,1,11,5,N,1
717338,2023-07-19,2023-07-19T23:07:00Z,Rogers Centre,R,SD,TOR,135,141,Yu Darvish,José Berríos,506433,621244,2,0,SD,0,2,2,N,1
717339,2023-07-19,2023-07-19T23:07:00Z,Angel Stadium,R,NYY,LAA,147,108,Carlos Rodón,Chase Silseth,607074,681217,3,7,LAA,1,10,4,N,1
717340,2023-07-19,2023-07-19T23:20:00Z,Truist Park,R,AZ,ATL,109,144,Ryne Nelson,Charlie Morton,669194,450203,5,3,AZ,0,8,2,N,1
717341,2023-07-19,2023-07-19T23:10:00Z,Citi Field,R,CWS,NYM,145,121,Touki Toussaint,Justin Verlander,657053,434378,1,5,NYM,1,6,4,N,1
717342,2023-07-19,2023-07-19T23:10:00Z,Great American Ball Park,R,SF,CIN,137,113,Ross Stripling,Graham Ashcraft,548389,668933,2,3,CIN,1,5,1,N,1
717343,2023-07-19,2023-07-19T17:05:00Z,Oriole Park at Camden Yards,R,LAD,BAL,119,110,Julio Urías,Dean Kremer,628711,665152,5,8,BAL,1,13,3,N,1
717344,2023-07-19,2023-07-19T19:37:00Z,Oakland Coliseum,R,BOS,OAK,111,133,Brayan Bello,Ken Waldichuk,678394,686610,5,6,OAK,1,11,1,N,1
717345,2023-07-19,2023-07-19T19:10:00Z,Coors Field,R,HOU,COL,117,115,Brandon Bielak,Austin Gomber,656232,596295,4,1,HOU,0,5,3,N,1
717346,2023-07-19,2023-07-19T18:05:00Z,Globe Life Field,R,TB,TEX,139,140,Zack Littell,Jon Gray,641793,592351,1,5,TEX,1,6,4,N,1
717347,2023-07-19,2023-07-19T22:40:00Z,Citizens Bank Park,R,MIL,PHI,158,143,Colin Rea,Cristopher Sánchez,607067,650911,5,3,MIL,0,8,2,N,1
717348,2023-07-19,2023-07-19T16:35:00Z,PNC Park,R,CLE,PIT,114,134,Aaron Civale,Rich Hill,650644,448179,5,7,PIT,1,12,2,N,1
717351,2023-07-19,2023-07-19T18:15:00Z,Busch Stadium,R,MIA,STL,146,138,Sandy Alcantara,Dakota Hudson,645261,641712,4,6,STL,1,10,2,N,1
717322,2023-07-20,2023-07-21T00:05:00Z,Wrigley Field,R,STL,CHC,138,112,Steven Matz,Marcus Stroman,571927,573186,7,2,STL,0,9,5,N,1
717323,2023-07-20,2023-07-21T01:40:00Z,Oakland Coliseum,R,HOU,OAK,117,133,J.P. France,Hogan Harris,641585,663687,3,1,HOU,0,4,2,N,1
717327,2023-07-20,2023-07-20T19:40:00Z,T-Mobile Park,R,MIN,SEA,142,136,Pablo López,George Kirby,641154,669923,0,5,SEA,1,5,5,N,1
717328,2023-07-20,2023-07-20T22:40:00Z,Tropicana Field,R,BAL,TB,110,139,Kyle Gibson,Tyler Glasnow,502043,607192,4,3,BAL,0,7,1,N,1
717329,2023-07-20,2023-07-20T16:35:00Z,Citizens Bank Park,R,MIL,PHI,158,143,Corbin Burnes,Taijuan Walker,669203,592836,4,0,MIL,0,4,4,N,1
717330,2023-07-20,2023-07-20T17:10:00Z,Citi Field,R,CWS,NYM,145,121,Michael Kopech,Jose Quintana,656629,500779,6,2,CWS,0,8,4,N,1
717331,2023-07-20,2023-07-20T17:07:00Z,Rogers Centre,R,SD,TOR,135,141,Blake Snell,Chris Bassitt,605483,605135,0,4,TOR,1,4,4,N,1
717332,2023-07-20,2023-07-20T18:10:00Z,Kauffman Stadium,R,DET,KC,116,118,Michael Lorenzen,Zack Greinke,547179,425844,3,0,DET,0,3,3,N,1
717334,2023-07-20,2023-07-20T16:35:00Z,Great American Ball Park,R,SF,CIN,137,113,Alex Cobb,Andrew Abbott,502171,671096,1,5,CIN,1,6,4,N,1
717337,2023-07-20,2023-07-20T16:20:00Z,Truist Park,R,AZ,ATL,109,144,Zac Gallen,Spencer Strider,668678,675911,5,7,ATL,1,12,2,N,1
717310,2023-07-21,2023-07-22T01:40:00Z,Oakland Coliseum,R,HOU,OAK,117,133,Framber Valdez,JP Sears,664285,676664,6,4,HOU,0,10,2,N,1
717311,2023-07-21,2023-07-22T02:10:00Z,T-Mobile Park,R,TOR,SEA,141,136,Yusei Kikuchi,Bryce Miller,579328,682243,2,3,SEA,1,5,1,N,1
717312,2023-07-21,2023-07-22T01:38:00Z,Angel Stadium,R,PIT,LAA,134,108,Johan Oviedo,Shohei Ohtani,670912,660271,5,8,LAA,1,13,3,N,1
717313,2023-07-21,2023-07-22T00:10:00Z,American Family Field,R,ATL,MIL,144,158,Michael Soroka,Freddy Peralta,647336,642547,6,4,ATL,0,10,2,N,1
717314,2023-07-21,2023-07-22T00:10:00Z,Target Field,R,CWS,MIN,145,142,Lance Lynn,Joe Ryan,458681,657746,4,9,MIN,1,13,5,N,1
717315,2023-07-21,2023-07-21T23:10:00Z,Progressive Field,R,PHI,CLE,143,114,Ranger Suarez,Gavin Williams,624133,668909,5,6,CLE,1,11,1,N,1
717316,2023-07-21,2023-07-22T00:05:00Z,Globe Life Field,R,LAD,TEX,119,140,Tony Gonsolin,Andrew Heaney,664062,571760,11,5,LAD,0,16,6,N,1
717317,2023-07-21,2023-07-21T22:40:00Z,Comerica Park,R,SD,DET,135,116,Seth Lugo,Reese Olson,607625,681857,5,4,SD,0,9,1,N,1
717318,2023-07-21,2023-07-21T23:05:00Z,Yankee Stadium,R,KC,NYY,118,147,Alec Marsh,Clarke Schmidt,679525,657376,4,5,NYY,1,9,1,N,1
717319,2023-07-21,2023-07-21T22:40:00Z,loanDepot park,R,COL,MIA,115,146,Peter Lambert,Braxton Garrett,663567,666129,6,1,COL,0,7,5,N,1
717320,2023-07-21,2023-07-21T22:40:00Z,Tropicana Field,R,BAL,TB,110,139,Kyle Bradish,Zach Eflin,680694,621107,0,3,TB,1,3,3,N,1
717321,2023-07-21,2023-07-21T23:10:00Z,Great American Ball Park,R,AZ,CIN,109,113,Tommy Henry,Ben Lively,674072,594902,6,9,CIN,1,15,3,N,1
717324,2023-07-21,2023-07-22T18:10:00Z,Fenway Park,R,NYM,BOS,121,111,Kodai Senga,Kutter Crawford,673540,676710,5,4,NYM,0,9,1,N,1
717325,2023-07-21,2023-07-21T18:20:00Z,Wrigley Field,R,STL,CHC,138,112,Jack Flaherty,Justin Steele,656427,657006,3,4,CHC,1,7,1,N,1
717326,2023-07-21,2023-07-21T23:05:00Z,Nationals Park,R,SF,WSH,137,120,Alex Wood,Jake Irvin,622072,663623,3,5,WSH,1,8,2,N,1
717293,2023-07-22,2023-07-22T23:15:00Z,Target Field,R,CWS,MIN,145,142,Dylan Cease,Sonny Gray,656302,543243,2,3,MIN,1,5,1,N,1
717295,2023-07-22,2023-07-23T01:07:00Z,Oakland Coliseum,R,HOU,OAK,117,133,Cristian Javier,Paul Blackburn,664299,621112,1,4,OAK,1,5,3,N,1
717296,2023-07-22,2023-07-22T23:15:00Z,American Family Field,R,ATL,MIL,144,158,Allan Winans,Adrian Houser,642216,605288,3,4,MIL,1,7,1,N,1
717297,2023-07-22,2023-07-23T01:07:00Z,Angel Stadium,R,PIT,LAA,134,108,Ryan Borucki,Reid Detmers,621366,672282,3,0,PIT,0,3,3,N,1
717299,2023-07-22,2023-07-22T22:10:00Z,Comerica Park,R,SD,DET,135,116,Jackson Wolf,Matt Manning,680232,666159,14,3,SD,0,17,11,N,1
717300,2023-07-22,2023-07-22T20:10:00Z,Tropicana Field,R,BAL,TB,110,139,Grayson Rodriguez,Shane McClanahan,680570,663556,6,5,BAL,0,11,1,N,1
717301,2023-07-22,2023-07-22T20:10:00Z,T-Mobile Park,R,TOR,SEA,141,136,Kevin Gausman,Logan Gilbert,592332,669302,8,9,SEA,1,17,1,N,1
717302,2023-07-22,2023-07-22T23:10:00Z,Progressive Field,R,PHI,CLE,143,114,Zack Wheeler,Tanner Bibee,554430,676440,0,1,CLE,1,1,1,N,1
717303,2023-07-22,2023-07-22T20:10:00Z,Great American Ball Park,R,AZ,CIN,109,113,Brandon Pfaadt,Brandon Williamson,694297,682227,2,4,CIN,1,6,2,N,1
717304,2023-07-22,2023-07-22T17:05:00Z,Yankee Stadium,R,KC,NYY,118,147,Brady Singer,Gerrit Cole,663903,543037,2,5,NYY,1,7,3,N,1
717305,2023-07-22,2023-07-22T20:05:00Z,Globe Life Field,R,LAD,TEX,119,140,Bobby Miller,Dane Dunning,676272,641540,16,3,LAD,0,19,13,N,1
717306,2023-07-22,2023-07-22T17:10:00Z,loanDepot park,R,COL,MIA,115,146,Chase Anderson,Johnny Cueto,502624,456501,4,3,COL,0,7,1,N,1
717307,2023-07-22,2023-07-22T23:05:00Z,Nationals Park,R,SF,WSH,137,120,Logan Webb,Josiah Gray,657277,680686,1,10,WSH,1,11,9,N,1
717308,2023-07-22,2023-07-22T18:20:00Z,Wrigley Field,R,STL,CHC,138,112,Miles Mikolas,Michael Fulmer,571945,605242,6,8,CHC,1,14,2,N,1
717309,2023-07-22,2023-07-22T23:10:00Z,Fenway Park,R,NYM,BOS,121,111,Max Scherzer,James Paxton,453286,572020,6,8,BOS,1,14,2,N,1
717278,2023-07-23,2023-07-23T20:07:00Z,Angel Stadium,R,PIT,LAA,134,108,Mitch Keller,Tyler Anderson,656605,542881,5,7,LAA,1,12,2,N,1
717279,2023-07-23,2023-07-23T20:07:00Z,Oakland Coliseum,R,HOU,OAK,117,133,Hunter Brown,Luis Medina,686613,665622,3,2,HOU,0,5,1,N,1
717281,2023-07-23,2023-07-23T20:10:00Z,T-Mobile Park,R,TOR,SEA,141,136,Alek Manoah,Bryan Woo,666201,693433,4,3,TOR,0,7,1,N,1
717283,2023-07-23,2023-07-23T17:40:00Z,Progressive Field,R,PHI,CLE,143,114,Aaron Nola,Xzavion Curry,605400,675540,8,5,PHI,0,13,3,N,1
717284,2023-07-23,2023-07-23T18:35:00Z,Globe Life Field,R,LAD,TEX,119,140,Emmet Sheehan,Martín Pérez,686218,527048,4,8,TEX,1,12,4,N,1
717285,2023-07-23,2023-07-23T18:10:00Z,Target Field,R,CWS,MIN,145,142,Lucas Giolito,Bailey Ober,608337,641927,4,5,MIN,1,9,1,N,1
717286,2023-07-23,2023-07-23T18:20:00Z,Wrigley Field,R,STL,CHC,138,112,Jordan Montgomery,Jameson Taillon,656756,592791,2,7,CHC,1,9,5,N,1
717287,2023-07-23,2023-07-23T18:10:00Z,American Family Field,R,ATL,MIL,144,158,Bryce Elder,Julio Teheran,693821,527054,4,2,ATL,0,6,2,N,1
717288,2023-07-23,2023-07-23T16:05:00Z,Comerica Park,R,SD,DET,135,116,Joe Musgrove,Alex Faedo,605397,656412,1,3,DET,1,4,2,N,1
717289,2023-07-23,2023-07-23T17:40:00Z,Great American Ball Park,R,AZ,CIN,109,113,José Ruiz,Luke Weaver,614179,596133,3,7,CIN,1,10,4,N,1
